code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.01810,2019-05-02 09:30:00,11.8,11.8,11.8,11.8,0.0,0.0,866600,10225880.0,0.0,12.02
HK.01810,2019-05-02 09:31:00,11.82,11.9,11.92,11.8,0.0,0.0,773000,9163664.0,0.8474576271186409,11.8
HK.01810,2019-05-02 09:32:00,11.88,11.88,11.9,11.86,0.0,0.0,81800,971044.0,-0.1680672268907527,11.9
HK.01810,2019-05-02 09:33:00,11.88,11.88,11.88,11.86,0.0,0.0,62400,740688.0,0.0,11.88
HK.01810,2019-05-02 09:34:00,11.88,11.86,11.88,11.86,0.0,0.0,52600,624844.0,-0.1683501683501797,11.88
HK.01810,2019-05-02 09:35:00,11.88,11.88,11.88,11.86,0.0,0.0,102400,1216504.0,0.16863406408095574,11.86
HK.01810,2019-05-02 09:36:00,11.88,11.9,11.9,11.86,0.0,0.0,478400,5683384.0,0.16835016835016475,11.88
HK.01810,2019-05-02 09:37:00,11.88,11.9,11.9,11.88,0.0,0.0,55400,659076.0,0.0,11.9
HK.01810,2019-05-02 09:38:00,11.9,11.9,11.9,11.9,0.0,0.0,56200,668780.0,0.0,11.9
HK.01810,2019-05-02 09:39:00,11.88,11.88,11.9,11.88,0.0,0.0,241400,2868368.0,-0.1680672268907527,11.9
HK.01810,2019-05-02 09:40:00,11.88,11.88,11.88,11.86,0.0,0.0,305200,3624664.0,0.0,11.88
HK.01810,2019-05-02 09:41:00,11.88,11.84,11.88,11.84,0.0,0.0,95400,1131316.0,-0.33670033670034444,11.88
HK.01810,2019-05-02 09:42:00,11.84,11.82,11.86,11.82,0.0,0.0,168200,1991672.0,-0.16891891891891533,11.84
HK.01810,2019-05-02 09:43:00,11.82,11.82,11.84,11.82,0.0,0.0,225000,2659684.0,0.0,11.82
HK.01810,2019-05-02 09:44:00,11.8,11.8,11.82,11.8,0.0,0.0,95000,1121164.0,-0.1692047377326529,11.82
HK.01810,2019-05-02 09:45:00,11.8,11.8,11.8,11.78,0.0,0.0,900400,10621552.0,0.0,11.8
HK.01810,2019-05-02 09:46:00,11.8,11.8,11.8,11.78,0.0,0.0,97800,1153812.0,0.0,11.8
HK.01810,2019-05-02 09:47:00,11.8,11.8,11.8,11.78,0.0,0.0,204400,2410736.0,0.0,11.8
HK.01810,2019-05-02 09:48:00,11.8,11.78,11.8,11.78,0.0,0.0,54000,636716.0,-0.16949152542374024,11.8
HK.01810,2019-05-02 09:49:00,11.8,11.78,11.8,11.78,0.0,0.0,94400,1112436.0,0.0,11.78
HK.01810,2019-05-02 09:50:00,11.8,11.8,11.8,11.78,0.0,0.0,54600,644200.0,0.16977928692700636,11.78
HK.01810,2019-05-02 09:51:00,11.8,11.8,11.8,11.78,0.0,0.0,270200,3187236.0,0.0,11.8
HK.01810,2019-05-02 09:52:00,11.8,11.78,11.8,11.76,0.0,0.0,403000,4747104.0,-0.16949152542374024,11.8
HK.01810,2019-05-02 09:53:00,11.78,11.78,11.78,11.76,0.0,0.0,65800,774064.0,0.0,11.78
HK.01810,2019-05-02 09:54:00,11.78,11.78,11.8,11.78,0.0,0.0,616000,7256496.0,0.0,11.78
HK.01810,2019-05-02 09:55:00,11.78,11.76,11.78,11.76,0.0,0.0,267400,3149964.0,-0.1697792869269913,11.78
HK.01810,2019-05-02 09:56:00,11.76,11.76,11.78,11.76,0.0,0.0,540000,6358280.0,0.0,11.76
HK.01810,2019-05-02 09:57:00,11.78,11.78,11.8,11.76,0.0,0.0,161800,1906768.0,0.1700680272108807,11.76
HK.01810,2019-05-02 09:58:00,11.78,11.8,11.8,11.78,0.0,0.0,29200,344544.0,0.16977928692700636,11.78
HK.01810,2019-05-02 09:59:00,11.8,11.78,11.8,11.76,0.0,0.0,371000,4370168.0,-0.16949152542374024,11.8
HK.01810,2019-05-02 10:00:00,11.8,11.78,11.8,11.78,0.0,0.0,71200,839116.0,0.0,11.78
HK.01810,2019-05-02 10:01:00,11.78,11.8,11.8,11.76,0.0,0.0,228800,2694800.0,0.16977928692700636,11.78
