code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00669,2019-01-18 09:30:00,43.44,43.44,43.44,43.44,0.0,0.0,18000,819000.0,0.0,42.99
HK.00669,2019-01-18 09:31:00,43.64,43.89,43.99,43.19,0.0,0.0,20000,915700.0,1.0359116022099513,43.44
HK.00669,2019-01-18 09:32:00,43.99,44.44,44.44,43.99,0.0,0.0,24500,1131325.0,1.253132832080194,43.89
HK.00669,2019-01-18 09:33:00,44.44,44.34,44.44,44.29,0.0,0.0,14000,650625.0,-0.22502250225021223,44.44
HK.00669,2019-01-18 09:34:00,44.44,44.14,44.74,44.09,0.0,0.0,76500,3558750.0,-0.45105999097880656,44.34
HK.00669,2019-01-18 09:35:00,43.94,43.89,43.99,43.89,0.0,0.0,2500,115000.0,-0.5663797009515179,44.14
HK.00669,2019-01-18 09:36:00,43.89,43.89,43.89,43.89,0.0,0.0,1000,45950.0,0.0,43.89
HK.00669,2019-01-18 09:37:00,43.89,44.04,44.04,43.89,0.0,0.0,1500,69000.0,0.3417634996582332,43.89
HK.00669,2019-01-18 09:38:00,44.09,44.49,44.64,44.09,0.0,0.0,48000,2223175.0,1.0217983651226221,44.04
HK.00669,2019-01-18 09:39:00,44.54,44.44,44.54,44.44,0.0,0.0,12500,582150.0,-0.11238480557429593,44.49
HK.00669,2019-01-18 09:40:00,44.34,44.04,44.34,43.99,0.0,0.0,16500,762900.0,-0.900090009000897,44.44
HK.00669,2019-01-18 09:41:00,43.94,44.14,44.34,43.89,0.0,0.0,21000,968925.0,0.2270663033605845,44.04
HK.00669,2019-01-18 09:42:00,44.14,44.14,44.19,44.14,0.0,0.0,4000,184850.0,0.0,44.14
HK.00669,2019-01-18 09:43:00,44.09,43.99,44.09,43.94,0.0,0.0,4000,184525.0,-0.3398278205709075,44.14
HK.00669,2019-01-18 09:44:00,43.99,44.09,44.14,43.99,0.0,0.0,5500,253825.0,0.2273243919072549,43.99
HK.00669,2019-01-18 09:45:00,44.24,44.09,44.24,44.09,0.0,0.0,1000,46225.0,0.0,44.09
HK.00669,2019-01-18 09:46:00,44.09,44.19,44.24,44.09,0.0,0.0,5500,254325.0,0.22680880018143412,44.09
HK.00669,2019-01-18 09:47:00,44.19,44.19,44.19,44.19,0.0,0.0,0,0.0,0.0,44.19
HK.00669,2019-01-18 09:48:00,44.24,44.44,44.44,44.24,0.0,0.0,10500,486650.0,0.5657388549445576,44.19
HK.00669,2019-01-18 09:49:00,44.34,44.34,44.34,44.29,0.0,0.0,10000,463800.0,-0.22502250225021223,44.44
HK.00669,2019-01-18 09:50:00,44.24,44.19,44.24,44.19,0.0,0.0,5000,231425.0,-0.33829499323411294,44.34
HK.00669,2019-01-18 09:51:00,44.14,44.14,44.14,44.14,0.0,0.0,500,23100.0,-0.11314777098890508,44.19
HK.00669,2019-01-18 09:52:00,44.14,44.09,44.14,44.09,0.0,0.0,4000,184750.0,-0.11327594019029713,44.14
HK.00669,2019-01-18 09:53:00,44.14,44.09,44.14,44.09,0.0,0.0,2000,92375.0,0.0,44.09
HK.00669,2019-01-18 09:54:00,44.14,44.14,44.14,44.14,0.0,0.0,2500,115500.0,0.11340440009071706,44.09
HK.00669,2019-01-18 09:55:00,44.19,44.19,44.19,44.19,0.0,0.0,500,23125.0,0.11327594019029713,44.14
HK.00669,2019-01-18 09:56:00,44.14,44.14,44.14,44.14,0.0,0.0,500,23100.0,-0.11314777098890508,44.19
HK.00669,2019-01-18 09:57:00,44.14,44.14,44.19,44.14,0.0,0.0,1500,69325.0,0.0,44.14
HK.00669,2019-01-18 09:58:00,44.14,44.34,44.44,44.14,0.0,0.0,12000,555550.0,0.4531037607612208,44.14
HK.00669,2019-01-18 09:59:00,44.34,44.34,44.39,44.34,0.0,0.0,6500,301625.0,0.0,44.34
HK.00669,2019-01-18 10:00:00,44.34,44.24,44.34,44.24,0.0,0.0,9500,440475.0,-0.22552999548940328,44.34
