code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00017,2020-03-30 09:30:00,31.68,31.68,31.68,31.68,0.0,0.0,0,0.0,0.0,31.68
HK.00017,2020-03-30 09:31:00,31.28,30.92,31.28,30.8,0.0,0.0,387000,3131890.0,-2.3989898989898926,31.68
HK.00017,2020-03-30 09:32:00,30.8,30.68,30.88,30.68,0.0,0.0,238000,1921760.0,-0.7761966364812483,30.92
HK.00017,2020-03-30 09:33:00,30.72,30.68,30.8,30.68,0.0,0.0,132000,1064130.0,0.0,30.68
HK.00017,2020-03-30 09:34:00,30.72,30.68,30.72,30.68,0.0,0.0,57000,458660.0,0.0,30.68
HK.00017,2020-03-30 09:35:00,30.64,30.64,30.64,30.64,0.0,0.0,95000,762850.0,-0.13037809647978862,30.68
HK.00017,2020-03-30 09:36:00,30.68,30.56,30.68,30.52,0.0,0.0,304000,2437910.0,-0.26109660574413135,30.64
HK.00017,2020-03-30 09:37:00,30.52,30.56,30.56,30.44,0.0,0.0,192000,1535410.0,0.0,30.56
HK.00017,2020-03-30 09:38:00,30.52,30.48,30.52,30.48,0.0,0.0,61000,487570.0,-0.26178010471203633,30.56
HK.00017,2020-03-30 09:39:00,30.48,30.4,30.48,30.4,0.0,0.0,27000,215610.0,-0.2624671916010559,30.48
HK.00017,2020-03-30 09:40:00,30.44,30.52,30.52,30.4,0.0,0.0,166000,1325550.0,0.3947368421052665,30.4
HK.00017,2020-03-30 09:41:00,30.6,30.48,30.6,30.48,0.0,0.0,52000,416040.0,-0.1310615989515044,30.52
HK.00017,2020-03-30 09:42:00,30.48,30.4,30.48,30.4,0.0,0.0,45000,359090.0,-0.2624671916010559,30.48
HK.00017,2020-03-30 09:43:00,30.36,30.36,30.36,30.32,0.0,0.0,50000,397910.0,-0.13157894736841824,30.4
HK.00017,2020-03-30 09:44:00,30.32,30.32,30.36,30.32,0.0,0.0,9000,71560.0,-0.13175230566534632,30.36
HK.00017,2020-03-30 09:45:00,30.32,30.36,30.36,30.32,0.0,0.0,54000,429320.0,0.13192612137202883,30.32
HK.00017,2020-03-30 09:46:00,30.32,30.36,30.4,30.32,0.0,0.0,128000,1018860.0,0.0,30.36
HK.00017,2020-03-30 09:47:00,30.32,30.16,30.32,30.16,0.0,0.0,89000,705790.0,-0.6587615283267434,30.36
HK.00017,2020-03-30 09:48:00,30.16,30.2,30.2,30.12,0.0,0.0,82000,648790.0,0.1326259946949574,30.16
HK.00017,2020-03-30 09:49:00,30.16,30.12,30.16,30.12,0.0,0.0,16000,126550.0,-0.26490066225165,30.2
HK.00017,2020-03-30 09:50:00,30.12,30.16,30.16,30.12,0.0,0.0,41000,324100.0,0.1328021248339945,30.12
HK.00017,2020-03-30 09:51:00,30.16,30.12,30.16,30.12,0.0,0.0,13000,102720.0,-0.1326259946949574,30.16
HK.00017,2020-03-30 09:52:00,30.12,30.2,30.2,30.12,0.0,0.0,131000,1036490.0,0.265604249667989,30.12
HK.00017,2020-03-30 09:53:00,30.24,30.2,30.24,30.16,0.0,0.0,13000,103070.0,0.0,30.2
HK.00017,2020-03-30 09:54:00,30.2,30.32,30.32,30.16,0.0,0.0,104000,824150.0,0.39735099337748675,30.2
HK.00017,2020-03-30 09:55:00,30.32,30.36,30.36,30.28,0.0,0.0,15000,119280.0,0.13192612137202883,30.32
HK.00017,2020-03-30 09:56:00,30.36,30.32,30.36,30.28,0.0,0.0,58000,461110.0,-0.13175230566534632,30.36
HK.00017,2020-03-30 09:57:00,30.36,30.32,30.36,30.28,0.0,0.0,31000,246430.0,0.0,30.32
HK.00017,2020-03-30 09:58:00,30.28,30.24,30.28,30.24,0.0,0.0,4000,31740.0,-0.26385224274406943,30.32
HK.00017,2020-03-30 09:59:00,30.24,30.28,30.32,30.2,0.0,0.0,77000,611140.0,0.1322751322751412,30.24
HK.00017,2020-03-30 10:00:00,30.28,30.32,30.32,30.28,0.0,0.0,36000,286190.0,0.13210039630118608,30.28
HK.00017,2020-03-30 10:01:00,30.36,30.24,30.36,30.24,0.0,0.0,91000,722730.0,-0.26385224274406943,30.32
HK.00017,2020-03-30 10:02:00,30.28,30.4,30.4,30.28,0.0,0.0,105000,834470.0,0.5291005291005296,30.24
HK.00017,2020-03-30 10:03:00,30.48,30.48,30.48,30.4,0.0,0.0,9000,71850.0,0.2631578947368482,30.4
HK.00017,2020-03-30 10:04:00,30.48,30.4,30.48,30.4,0.0,0.0,33000,263390.0,-0.2624671916010559,30.48
HK.00017,2020-03-30 10:05:00,30.4,30.4,30.4,30.4,0.0,0.0,10000,79700.0,0.0,30.4
HK.00017,2020-03-30 10:06:00,30.44,30.52,30.52,30.44,0.0,0.0,64000,511300.0,0.3947368421052665,30.4
HK.00017,2020-03-30 10:07:00,30.56,30.52,30.56,30.52,0.0,0.0,19000,152150.0,0.0,30.52
HK.00017,2020-03-30 10:08:00,30.56,30.44,30.56,30.44,0.0,0.0,59000,471980.0,-0.2621231979030088,30.52
HK.00017,2020-03-30 10:09:00,30.48,30.48,30.48,30.4,0.0,0.0,101000,806300.0,0.13140604467805236,30.44
HK.00017,2020-03-30 10:10:00,30.48,30.48,30.48,30.48,0.0,0.0,12000,95880.0,0.0,30.48
HK.00017,2020-03-30 10:11:00,30.52,30.52,30.56,30.48,0.0,0.0,60000,480110.0,0.13123359580052213,30.48
HK.00017,2020-03-30 10:12:00,30.6,30.56,30.6,30.52,0.0,0.0,12000,96190.0,0.1310615989515044,30.52
HK.00017,2020-03-30 10:13:00,30.56,30.48,30.56,30.48,0.0,0.0,29000,231970.0,-0.26178010471203633,30.56
HK.00017,2020-03-30 10:14:00,30.52,30.48,30.52,30.48,0.0,0.0,4000,31970.0,0.0,30.48
HK.00017,2020-03-30 10:15:00,30.52,30.48,30.52,30.48,0.0,0.0,13000,103990.0,0.0,30.48
HK.00017,2020-03-30 10:16:00,30.52,30.52,30.52,30.52,0.0,0.0,16000,128000.0,0.13123359580052213,30.48
HK.00017,2020-03-30 10:17:00,30.52,30.56,30.56,30.52,0.0,0.0,106000,848530.0,0.1310615989515044,30.52
HK.00017,2020-03-30 10:18:00,30.6,30.56,30.6,30.56,0.0,0.0,16000,128220.0,0.0,30.56
HK.00017,2020-03-30 10:19:00,30.52,30.48,30.52,30.48,0.0,0.0,22000,175910.0,-0.26178010471203633,30.56
HK.00017,2020-03-30 10:20:00,30.48,30.48,30.48,30.48,0.0,0.0,20000,159800.0,0.0,30.48
HK.00017,2020-03-30 10:21:00,30.52,30.44,30.52,30.44,0.0,0.0,17000,135740.0,-0.13123359580052213,30.48
HK.00017,2020-03-30 10:22:00,30.48,30.52,30.52,30.44,0.0,0.0,71000,567470.0,0.26281208935610473,30.44
HK.00017,2020-03-30 10:23:00,30.52,30.52,30.52,30.52,0.0,0.0,10000,80000.0,0.0,30.52
HK.00017,2020-03-30 10:24:00,30.48,30.4,30.48,30.4,0.0,0.0,20000,159620.0,-0.3931847968545249,30.52
HK.00017,2020-03-30 10:25:00,30.4,30.52,30.52,30.4,0.0,0.0,79000,630530.0,0.3947368421052665,30.4
