,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,%k,%d,%j,MACD,MACD_signal,MACD_hist,CG,FL,FS,AMV0,XX01,UP_bound,LOW_bound,H1,H2,H3,H4,H5,JRH,JRL,MA_3,YTSL,CLOSE_1,CLOSE_2,VAR1,VAR1_REF,VAR2,VAR2_REF,VAR3,VAR3_REF,VAR4,VAR4_REF,VAR5,VAR5_REF,VAR6,VAR6_REF,VAR7,VAR7_REF,VAR8,VAR8_REF,VAR9,VAR9_REF,VARA,VARA_REF,VARB,VARB_REF,VARC,VARC_REF,VARD,VARD_REF,VARE,VARE_REF,VARF,VARF_REF,VAR10,VAR10_REF,VAR11,VAR11_REF,VAR12,VAR12_REF,VAR13,VAR13_REF,VAR14,VAR14_REF,VAR15,VAR15_REF,VAR16,VAR16_REF,VAR17,VAR17_REF,VAR18,VAR18_REF,VAR19,VAR1A,RED_HOLD,BLUE_WATCH
10,HK.09988,2020-01-16 00:00:00,219.4,219.4,220.6,218.6,48.114,0.00061,12993720,2850033985.0,-0.6340579710144953,220.8,71.10723817661015,71.59675746651688,70.12819959679669,2.790847395029516,1.7013829159211116,2.178928958216809,,,,2850822168.0,,,,,,,,,220.8,219.4,221.26666666666665,219.46666666666667,220.8,223.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,HK.09988,2020-01-17 00:00:00,218.8,220.4,221.2,216.2,48.333,0.00099,21245436,4647552730.0,0.4557885141294439,219.4,69.34606981488655,71.01567911106855,66.00685122252253,2.869224655218801,1.9349512637806496,1.8685467828763027,,,,4665497745.6,,,,,,,,,220.4,219.4,220.20000000000002,219.5666666666667,219.4,220.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,HK.09988,2020-01-20 00:00:00,221.0,220.2,222.8,220.2,48.289,0.00052,11229916,2488900485.0,-0.0907441016334015,220.4,67.78888442740158,70.18934909991069,62.987955082383394,2.881979207729273,2.1243568525703744,1.5152447103177975,,,,2477319469.6,,,,,,,,,220.4,220.2,220.0,220.76666666666665,220.4,219.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,HK.09988,2020-01-21 00:00:00,218.0,215.8,219.0,214.6,47.324,0.00094,20241728,4381192303.0,-1.9981834695731049,220.2,55.194726050041474,66.37268827324858,32.838801603627246,2.5081318718588363,2.201111856428067,0.6140400308615384,,,,4390430803.2,,,,,,,,,220.2,215.8,218.79999999999998,216.5,220.2,220.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,HK.09988,2020-01-22 00:00:00,215.8,218.4,219.8,212.4,47.894,0.00068,14632484,3181729613.0,1.204819277108431,215.8,51.34459344051982,62.56477770059861,28.904224920362253,2.394056245500394,2.2397007342425326,0.30871102251572324,,,,3176712276.4,,,,,,,,,218.4,215.8,218.13333333333335,217.20000000000002,215.8,220.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15,HK.09988,2020-01-23 00:00:00,216.0,213.4,216.8,212.2,46.798,0.00075,16013394,3428512744.0,-2.289377289377289,218.4,40.37215699595619,56.96045263985994,7.195565708148692,1.8785376636468811,2.1674681201234023,-0.5778609129530423,,,,3438075691.7999997,,,,,,,,,218.4,213.4,215.86666666666667,214.20000000000002,218.4,215.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16,HK.09988,2020-01-24 00:00:00,213.4,214.6,215.4,211.8,47.061,0.00035,7583855,1624461364.0,0.5623242736644745,213.4,34.7238391291293,51.35919490567429,1.4531275760393214,1.5489599979366346,2.043766495686049,-0.9896129954988284,216.43529411764706,,,1622944970.0,,,,,,,,,214.6,213.4,215.4666666666667,214.0666666666667,213.4,218.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17,HK.09988,2020-01-29 00:00:00,205.8,207.4,209.6,205.6,45.482,0.00116,24946947,5186071401.0,-3.3550792171481776,214.6,28.624773653498593,45.64336540283425,-5.412409845172718,0.6987329379307425,1.7747597841349878,-2.1520536924084905,216.28235294117647,216.43529411764706,216.12941176470588,5154039250.200001,,,,,,,,,214.6,207.4,211.79999999999998,207.20000000000002,214.6,213.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18,HK.09988,2020-01-30 00:00:00,207.2,201.8,207.2,199.8,44.254,0.00123,26416987,5340558392.0,-2.7000964320154264,207.4,23.62133734097558,40.11448070046673,-9.364949378006713,-0.4220857892867116,1.335390669450648,-3.5149529174747194,215.68235294117648,216.28235294117647,215.08235294117648,5402273841.5,,,,,,,,,207.4,201.8,207.93333333333337,203.26666666666668,207.4,214.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,HK.09988,2020-01-31 00:00:00,204.8,200.4,204.8,199.6,43.947,0.00085,18257747,3674404242.0,-0.6937561942517372,201.8,18.56202782852028,34.70922627511346,-13.73236906466608,-1.4070909369438596,0.7868943481717465,-4.387970570231213,215.05882352941177,215.68235294117648,214.43529411764706,3699019542.2000003,,,,,,,,,201.8,200.4,203.20000000000002,201.73333333333335,201.8,207.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,HK.09988,2020-02-03 00:00:00,201.2,205.0,206.0,200.0,44.956,0.00111,23784275,4857391412.0,2.295409181636724,200.4,19.743295927254934,30.958823697075363,-2.687759612385925,-1.7958318254280528,0.27034911345178675,-4.132361877759679,214.61176470588236,215.05882352941177,214.16470588235296,4830586252.5,,,,,,,,,205.0,200.4,202.4,203.70000000000002,200.4,201.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
