code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00175,2020-01-07 09:30:00,15.33,15.33,15.33,15.33,0.0,0.0,696000,10843680.0,0.0,15.19
HK.00175,2020-01-07 09:31:00,15.33,15.55,15.59,15.27,0.0,0.0,1702000,26755160.0,1.4350945857795214,15.33
HK.00175,2020-01-07 09:32:00,15.55,15.71,15.71,15.55,0.0,0.0,1187000,18805580.0,1.0289389067524124,15.55
HK.00175,2020-01-07 09:33:00,15.69,15.69,15.71,15.67,0.0,0.0,258000,4111820.0,-0.12730744748568648,15.71
HK.00175,2020-01-07 09:34:00,15.67,15.63,15.71,15.63,0.0,0.0,649000,10336080.0,-0.38240917782025957,15.69
HK.00175,2020-01-07 09:35:00,15.65,15.63,15.67,15.59,0.0,0.0,537000,8526400.0,0.0,15.63
HK.00175,2020-01-07 09:36:00,15.65,15.69,15.73,15.63,0.0,0.0,1411000,22497700.0,0.3838771593090129,15.63
HK.00175,2020-01-07 09:37:00,15.67,15.69,15.73,15.65,0.0,0.0,1109000,17668080.0,0.0,15.69
HK.00175,2020-01-07 09:38:00,15.67,15.65,15.67,15.63,0.0,0.0,434000,6902280.0,-0.25493945188017303,15.69
HK.00175,2020-01-07 09:39:00,15.65,15.67,15.69,15.63,0.0,0.0,854000,13586320.0,0.1277955271565468,15.65
HK.00175,2020-01-07 09:40:00,15.65,15.65,15.67,15.63,0.0,0.0,334000,5310920.0,-0.1276324186343304,15.67
HK.00175,2020-01-07 09:41:00,15.65,15.65,15.65,15.61,0.0,0.0,467000,7419900.0,0.0,15.65
HK.00175,2020-01-07 09:42:00,15.65,15.65,15.65,15.63,0.0,0.0,393000,6243700.0,0.0,15.65
HK.00175,2020-01-07 09:43:00,15.63,15.63,15.65,15.63,0.0,0.0,101000,1604780.0,-0.1277955271565468,15.65
HK.00175,2020-01-07 09:44:00,15.63,15.63,15.65,15.63,0.0,0.0,208000,3304800.0,0.0,15.63
HK.00175,2020-01-07 09:45:00,15.63,15.59,15.65,15.59,0.0,0.0,578000,9177620.0,-0.25591810620601996,15.63
HK.00175,2020-01-07 09:46:00,15.61,15.63,15.63,15.57,0.0,0.0,403000,6390420.0,0.25657472738935805,15.59
HK.00175,2020-01-07 09:47:00,15.63,15.61,15.63,15.57,0.0,0.0,618000,9795380.0,-0.12795905310301567,15.63
HK.00175,2020-01-07 09:48:00,15.61,15.63,15.63,15.61,0.0,0.0,74000,1173760.0,0.12812299807816369,15.61
HK.00175,2020-01-07 09:49:00,15.63,15.63,15.63,15.61,0.0,0.0,68000,1079200.0,0.0,15.63
HK.00175,2020-01-07 09:50:00,15.63,15.59,15.63,15.57,0.0,0.0,513000,8131280.0,-0.25591810620601996,15.63
HK.00175,2020-01-07 09:51:00,15.59,15.61,15.63,15.59,0.0,0.0,414000,6564080.0,0.12828736369467333,15.59
HK.00175,2020-01-07 09:52:00,15.61,15.61,15.63,15.61,0.0,0.0,348000,5520940.0,0.0,15.61
HK.00175,2020-01-07 09:53:00,15.61,15.59,15.63,15.57,0.0,0.0,221000,3502780.0,-0.1281229980781523,15.61
HK.00175,2020-01-07 09:54:00,15.61,15.59,15.61,15.59,0.0,0.0,107000,1694980.0,0.0,15.59
HK.00175,2020-01-07 09:55:00,15.57,15.57,15.59,15.55,0.0,0.0,313000,4953600.0,-0.12828736369467333,15.59
HK.00175,2020-01-07 09:56:00,15.57,15.57,15.59,15.55,0.0,0.0,498000,7879800.0,0.0,15.57
HK.00175,2020-01-07 09:57:00,15.57,15.55,15.59,15.55,0.0,0.0,215000,3401200.0,-0.12845215157353612,15.57
HK.00175,2020-01-07 09:58:00,15.55,15.53,15.57,15.53,0.0,0.0,434000,6855340.0,-0.12861736334406013,15.55
HK.00175,2020-01-07 09:59:00,15.53,15.53,15.53,15.49,0.0,0.0,114000,1796160.0,0.0,15.53
HK.00175,2020-01-07 10:00:00,15.51,15.45,15.53,15.45,0.0,0.0,832000,13092220.0,-0.5151320025756605,15.53
HK.00175,2020-01-07 10:01:00,15.45,15.43,15.49,15.43,0.0,0.0,451000,7081900.0,-0.1294498381876995,15.45
HK.00175,2020-01-07 10:02:00,15.43,15.37,15.45,15.35,0.0,0.0,958000,14965840.0,-0.3888528839922262,15.43
HK.00175,2020-01-07 10:03:00,15.37,15.37,15.39,15.35,0.0,0.0,652000,10176020.0,0.0,15.37
HK.00175,2020-01-07 10:04:00,15.37,15.39,15.41,15.37,0.0,0.0,242000,3784260.0,0.13012361743657352,15.37
HK.00175,2020-01-07 10:05:00,15.37,15.39,15.39,15.37,0.0,0.0,147000,2297020.0,0.0,15.39
HK.00175,2020-01-07 10:06:00,15.39,15.43,15.43,15.37,0.0,0.0,218000,3410140.0,0.25990903183885083,15.39
HK.00175,2020-01-07 10:07:00,15.43,15.43,15.45,15.43,0.0,0.0,125000,1960120.0,0.0,15.43
HK.00175,2020-01-07 10:08:00,15.43,15.43,15.45,15.39,0.0,0.0,262000,4106260.0,0.0,15.43
HK.00175,2020-01-07 10:09:00,15.43,15.41,15.43,15.41,0.0,0.0,86000,1347280.0,-0.1296176279974049,15.43
HK.00175,2020-01-07 10:10:00,15.43,15.43,15.43,15.41,0.0,0.0,108000,1691780.0,0.12978585334198295,15.41
HK.00175,2020-01-07 10:11:00,15.41,15.41,15.43,15.41,0.0,0.0,88000,1378140.0,-0.1296176279974049,15.43
HK.00175,2020-01-07 10:12:00,15.41,15.41,15.43,15.41,0.0,0.0,83000,1299800.0,0.0,15.41
HK.00175,2020-01-07 10:13:00,15.41,15.45,15.45,15.41,0.0,0.0,360000,5641580.0,0.2595717066839659,15.41
HK.00175,2020-01-07 10:14:00,15.45,15.43,15.45,15.41,0.0,0.0,373000,5844800.0,-0.1294498381876995,15.45
HK.00175,2020-01-07 10:15:00,15.43,15.45,15.45,15.43,0.0,0.0,466000,7307580.0,0.1296176279974049,15.43
