code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00700,2021-01-04 00:00:00,556.4,570.9,581.4,555.9,53.31,0.00217,20784101,11968673375.0,1.5113798008534851,562.4
HK.00700,2021-01-05 00:00:00,570.4,581.9,584.9,563.9,54.334,0.00195,18668061,10816494310.0,1.926782273603083,570.9
HK.00700,2021-01-06 00:00:00,583.4,594.9,597.4,583.4,55.545,0.00268,25712527,15288562078.0,2.234060835195051,581.9
HK.00700,2021-01-07 00:00:00,578.9,566.9,582.9,566.9,52.937,0.00416,39877643,22909263786.0,-4.706673390485796,594.9
HK.00700,2021-01-08 00:00:00,566.9,571.4,576.4,565.9,53.356,0.00238,22863792,13114406011.0,0.7937907920268125,566.9
HK.00700,2021-01-11 00:00:00,579.4,589.4,600.4,579.4,55.033,0.004,38403073,22778819576.0,3.150157507875394,571.4
HK.00700,2021-01-12 00:00:00,584.9,588.4,594.9,584.4,54.955,0.0021,20170790,11926523174.0,-0.16966406515100105,589.4
HK.00700,2021-01-13 00:00:00,587.9,594.4,600.9,586.9,55.514,0.00236,22609570,13511176648.0,1.0197144799456153,588.4
HK.00700,2021-01-14 00:00:00,606.4,627.9,627.9,605.4,58.634,0.00382,36613986,22750322235.0,5.635935397039031,594.4
HK.00700,2021-01-15 00:00:00,627.9,643.4,644.4,616.4,60.078,0.0032,30660064,19497359220.0,2.4685459468068163,627.9
HK.00700,2021-01-18 00:00:00,636.9,655.4,665.9,633.9,61.195,0.00349,33502829,21986252025.0,1.8650917003419334,643.4
HK.00700,2021-01-19 00:00:00,663.4,653.4,671.9,646.4,61.009,0.00316,30322011,20020648289.0,-0.3051571559353067,655.4
HK.00700,2021-01-20 00:00:00,669.4,677.9,678.4,656.4,63.291,0.00377,36213541,24314609981.0,3.7496173859810225,653.4
HK.00700,2021-01-21 00:00:00,678.9,680.9,698.4,672.4,63.571,0.00289,27754649,19133097820.0,0.4425431479569258,677.9
HK.00700,2021-01-22 00:00:00,688.4,689.4,697.9,682.9,64.362,0.00316,30329537,20995805041.0,1.2483477750036716,680.9
HK.00700,2021-01-25 00:00:00,705.4,764.9,765.9,700.9,71.395,0.0049,46962411,34857124493.0,10.951552074267479,689.4
HK.00700,2021-01-26 00:00:00,743.4,716.9,747.4,713.9,66.924,0.00521,49968534,36499179797.0,-6.275330108510917,764.9
HK.00700,2021-01-27 00:00:00,714.4,699.9,727.4,696.9,65.34,0.0039,37385988,26685279667.0,-2.3713209652671225,716.9
HK.00700,2021-01-28 00:00:00,698.4,679.4,717.9,679.4,63.431,0.00389,37289825,25931525968.0,-2.9289898556936707,699.9
HK.00700,2021-01-29 00:00:00,693.4,679.9,715.4,679.9,63.478,0.00354,33974509,23662535594.0,0.07359434795407713,679.4
HK.00700,2021-02-01 00:00:00,696.4,710.4,725.9,696.4,66.318,0.00299,28643429,20413388474.0,4.485953816737755,679.9
HK.00700,2021-02-02 00:00:00,738.4,722.9,746.4,721.9,67.483,0.00274,26327061,19399571257.0,1.7595720720720722,710.4
HK.00700,2021-02-03 00:00:00,732.4,734.4,737.9,721.4,68.554,0.00177,16979833,12452188597.0,1.5908147738276388,722.9
HK.00700,2021-02-04 00:00:00,723.4,733.9,740.9,708.9,68.507,0.00246,23639193,17234709092.0,-0.06808278867102396,734.4
HK.00700,2021-02-05 00:00:00,746.4,731.4,755.4,730.9,68.274,0.00195,18664841,13888078660.0,-0.34064586455920426,733.9
HK.00700,2021-02-08 00:00:00,746.4,734.9,748.4,733.4,68.6,0.00154,14818290,10996932191.0,0.478534317746787,731.4
HK.00700,2021-02-09 00:00:00,743.9,738.9,746.9,735.4,68.973,0.00111,10651844,7900954955.0,0.5442917403728398,734.9
HK.00700,2021-02-10 00:00:00,757.4,759.4,768.4,749.9,70.883,0.00176,16924664,12889470840.0,2.7743943700094738,738.9
HK.00700,2021-02-11 00:00:00,761.4,755.4,761.4,747.4,70.51,0.00107,10260559,7749504753.0,-0.5267316302343955,759.4
HK.00700,2021-02-16 00:00:00,760.9,743.4,764.9,739.4,69.392,0.00246,23579965,17732825028.0,-1.5885623510722795,755.4
HK.00700,2021-02-17 00:00:00,739.4,755.9,761.4,728.9,70.557,0.00167,16036516,12044879007.0,1.6814635458703258,743.4
HK.00700,2021-02-18 00:00:00,765.4,745.9,773.9,743.4,69.625,0.00253,24241947,18435079500.0,-1.3229263130043656,755.9
HK.00700,2021-02-19 00:00:00,745.4,739.4,745.9,724.4,69.02,0.00235,22589560,16681618624.0,-0.8714304866604103,745.9
HK.00700,2021-02-22 00:00:00,747.9,711.9,747.9,709.4,66.458,0.00285,27296535,19794768584.0,-3.719231809575332,739.4
HK.00700,2021-02-23 00:00:00,695.4,705.4,720.4,695.4,65.853,0.00281,26933971,19140483653.0,-0.9130495856159573,711.9
HK.00700,2021-02-24 00:00:00,707.9,685.4,713.9,678.4,63.99,0.00433,41585608,28783111045.0,-2.8352707683583787,705.4
HK.00700,2021-02-25 00:00:00,698.4,689.9,715.4,689.9,64.409,0.0025,24008360,16827614030.0,0.6565509191712868,685.4
HK.00700,2021-02-26 00:00:00,667.4,660.9,684.9,660.9,61.708,0.00386,37077103,24917065822.0,-4.203507754747065,689.9
HK.00700,2021-03-01 00:00:00,690.4,695.4,695.4,677.4,64.921,0.00282,27079038,18571644069.0,5.220154334997731,660.9
HK.00700,2021-03-02 00:00:00,710.4,696.4,720.4,690.9,65.014,0.00241,23080003,16311046904.0,0.14380212827149844,695.4
HK.00700,2021-03-03 00:00:00,696.4,721.4,721.4,688.4,67.343,0.00191,18285294,13013561554.0,3.5898908673176333,696.4
HK.00700,2021-03-04 00:00:00,700.4,688.4,707.9,688.4,64.269,0.00255,24497606,17084111787.0,-4.574438591627391,721.4
HK.00700,2021-03-05 00:00:00,666.9,677.4,693.4,665.4,63.245,0.00283,27137066,18457588278.0,-1.597908192911098,688.4
HK.00700,2021-03-08 00:00:00,681.9,640.9,687.4,639.4,59.845,0.00378,36233199,23819030456.0,-5.388249188072041,677.4
HK.00700,2021-03-09 00:00:00,630.4,642.4,662.9,611.4,59.985,0.00404,38805403,24737311188.0,0.23404587299110627,640.9
HK.00700,2021-03-10 00:00:00,668.4,656.9,668.4,650.4,61.335,0.00242,23255672,15380501885.0,2.2571606475716064,642.4
HK.00700,2021-03-11 00:00:00,656.9,678.9,681.9,655.9,63.384,0.00219,20972740,14151202733.0,3.3490637844420768,656.9
HK.00700,2021-03-12 00:00:00,692.4,648.9,692.9,645.9,60.59,0.00271,25985928,17407186915.0,-4.418912947414936,678.9
HK.00700,2021-03-15 00:00:00,648.4,626.4,651.4,619.4,58.494,0.00365,35012854,22199001826.0,-3.467406380027739,648.9
HK.00700,2021-03-16 00:00:00,637.4,628.9,641.9,623.4,58.727,0.00204,19543472,12361190916.0,0.3991060025542784,626.4
HK.00700,2021-03-17 00:00:00,622.9,622.9,637.4,620.4,58.168,0.00199,19099051,11972069608.0,-0.9540467482906663,628.9
HK.00700,2021-03-18 00:00:00,633.4,638.9,649.9,630.4,59.659,0.00233,22362704,14361460666.0,2.5686305988120086,622.9
HK.00700,2021-03-19 00:00:00,626.4,626.4,636.9,622.4,58.494,0.00235,22540279,14178638360.0,-1.9564877132571608,638.9
HK.00700,2021-03-22 00:00:00,628.9,631.9,641.9,627.9,59.007,0.00146,14012535,8876749536.0,0.8780332056194126,626.4
HK.00700,2021-03-23 00:00:00,642.9,626.9,642.9,624.9,58.541,0.00152,14607658,9245367760.0,-0.7912644405760406,631.9
HK.00700,2021-03-24 00:00:00,629.4,621.9,635.9,614.4,58.075,0.00188,18048966,11250251821.0,-0.7975753708725475,626.9
HK.00700,2021-03-25 00:00:00,598.4,604.4,620.4,586.9,30.539,0.00462,44289707,26816372078.0,-2.813957227850137,621.9
HK.00700,2021-03-26 00:00:00,604.4,618.4,630.4,603.9,31.245,0.00255,24489458,15191051275.0,2.316346790205162,604.4
HK.00700,2021-03-29 00:00:00,618.4,610.4,620.4,598.9,30.842,0.00302,29008349,17734706995.0,-1.29366106080207,618.4
HK.00700,2021-03-30 00:00:00,611.9,607.9,619.4,604.9,30.716,0.00214,20556407,12601669642.0,-0.40956749672346004,610.4
HK.00700,2021-03-31 00:00:00,616.4,608.4,619.9,607.4,30.741,0.00166,15940007,9771061290.0,0.08225037012666558,607.9
HK.00700,2021-04-01 00:00:00,625.9,652.4,654.4,619.9,32.958,0.00343,32903056,20983286977.0,7.232084155161078,608.4
HK.00700,2021-04-07 00:00:00,651.4,627.9,656.4,621.9,31.724,0.00283,27178435,17284277000.0,-3.755364806866953,652.4
HK.00700,2021-04-08 00:00:00,612.4,618.4,627.4,612.4,31.245,0.02578,247386283,148682130954.0,-1.5129797738493391,627.9
HK.00700,2021-04-09 00:00:00,627.4,618.9,627.4,613.9,31.27,0.00234,22463721,13938508210.0,0.08085381630012937,618.4
HK.00700,2021-04-12 00:00:00,614.4,611.9,617.9,601.4,30.919,0.00292,27979807,17083865632.0,-1.131038940054936,618.9
